label,source,n_qubits,depth,num_gates,circuit,median_c2,mean_c2,max_c2,median_cancellation,operator_magic
sample_n2_d2_014,sample,2,2,2,"T1 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d2_015,sample,2,2,2,T0 T1,0.0,0.0,0.0,0.0,0.5753641449035617
sample_n2_d2_016,sample,2,2,2,"CZ0,1 T1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d2_017,sample,2,2,2,S0 S0,0.0,0.0,0.0,0.0,0.0
sample_n2_d2_018,sample,2,2,2,S0 H0,0.0,0.0,0.0,0.0,0.0
sample_n2_d2_019,sample,2,2,2,"H0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_020,sample,2,2,2,"CZ0,1 S1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_021,sample,2,2,2,"CNOT0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_022,sample,2,2,2,"CNOT0,1 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_023,sample,2,2,2,"CNOT1,0 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_024,sample,2,2,2,"H1 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_025,sample,2,2,2,"CZ0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_026,sample,2,2,2,"T0 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d2_027,sample,2,2,2,T1 T0,0.0,0.0,0.0,0.0,0.5753641449035617
sample_n2_d2_028,sample,2,2,2,T1 H1,0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d2_029,sample,2,2,2,S0 T1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d2_030,sample,2,2,2,H1 S0,0.0,0.0,0.0,0.0,0.0
sample_n2_d2_031,sample,2,2,2,S1 T0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d2_032,sample,2,2,2,"S1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_033,sample,2,2,2,"CNOT1,0 S0",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_034,sample,2,2,2,"CNOT1,0 T0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d2_035,sample,2,2,2,"CNOT1,0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_036,sample,2,2,2,"S0 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_037,sample,2,2,2,"CNOT0,1 T1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d2_038,sample,2,2,2,T1 T1,0.0,0.0,0.0,0.0,0.0
sample_n2_d2_039,sample,2,2,2,"H0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_040,sample,2,2,2,"T1 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_001,sample,2,3,3,T0 H0 T1,0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d3_002,sample,2,3,3,T1 S1 S1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_003,sample,2,3,3,S1 S0 S0,0.0,0.0,0.0,0.0,0.0
sample_n2_d3_004,sample,2,3,3,"CNOT0,1 S1 S0",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_005,sample,2,3,3,H1 S0 T0,0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d3_006,sample,2,3,3,T0 T1 T0,0.0,0.0,0.0,0.0,0.28768207245178
sample_n2_d3_007,sample,2,3,3,S1 T1 H1,0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d3_008,sample,2,3,3,"CZ0,1 S0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_009,sample,2,3,3,"CNOT0,1 H0 S0",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_010,sample,2,3,3,"H1 H0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_011,sample,2,3,3,"CZ0,1 CNOT1,0 S1",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_012,sample,2,3,3,"H1 CZ0,1 T0",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d3_013,sample,2,3,3,"CNOT0,1 H1 H0",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_014,sample,2,3,3,T0 S1 H1,0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d3_015,sample,2,3,3,"T1 CZ0,1 S0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_016,sample,2,3,3,"CNOT1,0 H1 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_017,sample,2,3,3,"CNOT0,1 S0 T1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_018,sample,2,3,3,"T0 CZ0,1 S0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_019,sample,2,3,3,"S0 CZ0,1 H0",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_020,sample,2,3,3,"T0 CNOT0,1 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_021,sample,2,3,3,"T0 T0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_022,sample,2,3,3,S0 S0 T1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_023,sample,2,3,3,"S1 T0 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_024,sample,2,3,3,S1 T0 S0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_025,sample,2,3,3,"S0 CNOT1,0 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_026,sample,2,3,3,"S1 CNOT0,1 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_027,sample,2,3,3,"CZ0,1 S1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_028,sample,2,3,3,T1 H0 S0,0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d3_029,sample,2,3,3,"H0 T0 CZ0,1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d3_030,sample,2,3,3,T0 S1 S1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_031,sample,2,3,3,"S0 CNOT0,1 H0",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_032,sample,2,3,3,S0 S1 H1,0.0,0.0,0.0,0.0,0.0
sample_n2_d3_033,sample,2,3,3,T1 T1 S1,0.0,0.0,0.0,0.0,0.0
sample_n2_d3_034,sample,2,3,3,"CNOT1,0 CNOT0,1 H0",0.0,0.0,0.0,0.0,0.0
sample_n2_d3_035,sample,2,3,3,T1 T0 H1,0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d3_036,sample,2,3,3,"H1 T1 CNOT1,0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d3_037,sample,2,3,3,H0 T1 S1,0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d3_038,sample,2,3,3,"S0 CZ0,1 T1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d3_039,sample,2,3,3,H1 S1 H0,0.0,0.0,0.0,0.0,0.0
sample_n2_d3_040,sample,2,3,3,"CZ0,1 T1 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d4_001,sample,2,4,4,"CZ0,1 S1 H0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_002,sample,2,4,4,"CZ0,1 H1 CNOT0,1 S1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_003,sample,2,4,4,"H1 CZ0,1 CNOT1,0 T1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d4_004,sample,2,4,4,"S0 S1 H1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_005,sample,2,4,4,H1 T0 T0 T1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d4_006,sample,2,4,4,"S1 T1 H0 CZ0,1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d4_007,sample,2,4,4,"T1 CZ0,1 T0 S0",0.0,0.0,0.0,0.0,0.5753641449035617
sample_n2_d4_008,sample,2,4,4,"T1 CNOT1,0 S0 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d4_009,sample,2,4,4,"H0 CNOT0,1 S1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_010,sample,2,4,4,"CNOT1,0 T1 S1 H1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d4_011,sample,2,4,4,"H0 T0 CZ0,1 S0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d4_012,sample,2,4,4,"CNOT1,0 T0 H1 CNOT1,0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d4_013,sample,2,4,4,"T0 H1 CNOT0,1 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d4_014,sample,2,4,4,"CNOT0,1 CNOT1,0 S0 T1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d4_015,sample,2,4,4,S0 S1 H1 T0,0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d4_016,sample,2,4,4,S0 S1 T1 H0,0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d4_017,sample,2,4,4,"S1 T0 CZ0,1 H0",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d4_018,sample,2,4,4,H0 T0 H1 S0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d4_019,sample,2,4,4,"H0 CNOT1,0 T1 CZ0,1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d4_020,sample,2,4,4,"CNOT0,1 T1 H1 H1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d4_021,sample,2,4,4,"H0 T1 T1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_022,sample,2,4,4,"CNOT0,1 CNOT1,0 H0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_023,sample,2,4,4,"T0 H1 CZ0,1 S1",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d4_024,sample,2,4,4,"CNOT0,1 T1 T0 S1",0.0,0.0,0.0,0.0,0.5753641449035617
sample_n2_d4_025,sample,2,4,4,"CZ0,1 S1 S1 S1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_026,sample,2,4,4,"S1 H1 CZ0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_027,sample,2,4,4,"H1 H0 H0 CZ0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.0
sample_n2_d4_028,sample,2,4,4,"H0 CNOT1,0 CNOT0,1 H0",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_029,sample,2,4,4,"S1 CNOT1,0 H1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_030,sample,2,4,4,"CZ0,1 H0 S1 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_031,sample,2,4,4,"H0 CZ0,1 S1 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_032,sample,2,4,4,"CNOT1,0 H1 CZ0,1 T1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d4_033,sample,2,4,4,"T1 H1 H1 CNOT0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d4_034,sample,2,4,4,"S1 H1 H0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_035,sample,2,4,4,"CNOT1,0 T0 T0 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_036,sample,2,4,4,"CZ0,1 T1 H0 T1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_037,sample,2,4,4,"CZ0,1 H0 S0 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d4_038,sample,2,4,4,T1 H1 S1 T1,0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d4_039,sample,2,4,4,"H0 T0 T1 CZ0,1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d4_040,sample,2,4,4,"T0 CZ0,1 CNOT1,0 S1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d5_001,sample,2,5,5,"CNOT0,1 S0 CNOT0,1 T1 T0",0.0,0.0,0.0,0.0,0.5753641449035617
sample_n2_d5_002,sample,2,5,5,"S0 CZ0,1 H0 CNOT0,1 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_003,sample,2,5,5,"CZ0,1 H1 T0 CNOT1,0 H1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d5_004,sample,2,5,5,"H0 CNOT0,1 S0 CNOT1,0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_005,sample,2,5,5,"CNOT0,1 S0 H0 CZ0,1 T0",0.0,0.0,0.0,0.0,0.28768207245178
sample_n2_d5_006,sample,2,5,5,"H0 S0 H1 CZ0,1 S0",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_007,sample,2,5,5,S1 S0 S1 T0 T0,0.0,0.0,0.0,0.0,0.0
sample_n2_d5_008,sample,2,5,5,"T0 T0 CNOT0,1 CZ0,1 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_009,sample,2,5,5,"T1 S1 T0 CNOT0,1 T1",0.0,0.0,0.0,0.0,0.8266785731844681
sample_n2_d5_010,sample,2,5,5,"S1 H1 CNOT0,1 CZ0,1 T0",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d5_011,sample,2,5,5,"H0 CZ0,1 CNOT1,0 T0 H1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n2_d5_012,sample,2,5,5,"S0 H0 T1 T1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_013,sample,2,5,5,T1 T1 T1 H0 H0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d5_014,sample,2,5,5,H1 H1 S0 T0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d5_015,sample,2,5,5,"S1 S0 H0 S1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_016,sample,2,5,5,"S0 CNOT0,1 H1 CNOT0,1 T1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d5_017,sample,2,5,5,S1 T0 T0 H1 S1,0.0,0.0,0.0,0.0,0.0
sample_n2_d5_018,sample,2,5,5,"CNOT0,1 CNOT1,0 H0 H0 CZ0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n2_d5_019,sample,2,5,5,S1 T1 T1 H1 T0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d5_020,sample,2,5,5,"CNOT0,1 T1 S0 CNOT1,0 S0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d5_021,sample,2,5,5,"CNOT1,0 S0 H1 S1 H1",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799726,0.0
sample_n2_d5_022,sample,2,5,5,"CZ0,1 T0 T0 S0 T1",0.0,0.0,0.0,0.0,0.28768207245178123
sample_n2_d5_023,sample,2,5,5,"T0 S0 CNOT0,1 CNOT1,0 T0",0.0,0.0,0.0,0.0,0.5753641449035615
sample_n2_d5_024,sample,2,5,5,S0 H0 S1 T1 H1,0.0,0.0,0.0,0.0,0.2876820724517808
sample_n2_d5_025,sample,2,5,5,"S0 CNOT1,0 S0 CZ0,1 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_026,sample,2,5,5,T0 S0 T1 H1 S1,0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d5_027,sample,2,5,5,"T1 S0 T0 CZ0,1 H0",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d5_028,sample,2,5,5,"CNOT1,0 H1 T0 T0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_029,sample,2,5,5,"T0 T0 CZ0,1 H1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_030,sample,2,5,5,H0 H1 T0 T1 T1,0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d5_031,sample,2,5,5,"T0 H1 H1 S0 CNOT1,0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d5_032,sample,2,5,5,"CNOT0,1 T0 T1 H1 S0",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d5_033,sample,2,5,5,"S1 H0 S0 CZ0,1 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_034,sample,2,5,5,"CNOT1,0 S0 CZ0,1 H1 T1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d5_035,sample,2,5,5,S1 T0 T0 S1 T1,0.0,0.0,0.0,0.0,0.28768207245178
sample_n2_d5_036,sample,2,5,5,"CZ0,1 H0 CNOT0,1 T1 T1",0.0,0.0,0.0,0.0,0.0
sample_n2_d5_037,sample,2,5,5,"T0 H1 CNOT1,0 CZ0,1 T0",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d5_038,sample,2,5,5,"S1 H0 CNOT0,1 T0 S0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d5_039,sample,2,5,5,"T1 T1 T0 CNOT0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.28768207245178123
sample_n2_d5_040,sample,2,5,5,"H0 T1 CNOT1,0 S1 S0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_001,sample,2,6,6,"CNOT1,0 CNOT0,1 T1 CNOT0,1 H1 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d6_002,sample,2,6,6,"T0 T0 T1 CNOT1,0 H0 T0",0.0,0.0,0.0,0.0,0.5753641449035617
sample_n2_d6_003,sample,2,6,6,"T0 CNOT1,0 CZ0,1 S0 CNOT0,1 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d6_004,sample,2,6,6,"CNOT0,1 CNOT0,1 H0 CNOT1,0 T0 T0",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_005,sample,2,6,6,"S1 CZ0,1 S0 H0 S0 S1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_006,sample,2,6,6,"CNOT0,1 H1 T0 CNOT1,0 S0 S0",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d6_007,sample,2,6,6,"CNOT0,1 CZ0,1 S0 S1 CNOT0,1 S1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_008,sample,2,6,6,"S1 CZ0,1 H0 T1 CNOT0,1 S0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_009,sample,2,6,6,"S0 S0 CZ0,1 CNOT1,0 CNOT1,0 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_010,sample,2,6,6,"CNOT0,1 CNOT1,0 T1 T0 H1 S1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d6_011,sample,2,6,6,"S0 T0 H0 T0 CNOT1,0 T0",0.0,0.0,0.0,0.0,0.8630462173553428
sample_n2_d6_012,sample,2,6,6,"H0 H1 H1 T0 CZ0,1 T1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.5753641449035618
sample_n2_d6_013,sample,2,6,6,"CNOT0,1 CNOT1,0 H1 CNOT1,0 S0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_014,sample,2,6,6,"H0 S1 T1 H1 CNOT1,0 H0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.28768207245178107
sample_n2_d6_015,sample,2,6,6,"S1 S0 T1 CNOT1,0 CZ0,1 H0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_016,sample,2,6,6,"T0 CZ0,1 CNOT1,0 CNOT1,0 CNOT0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d6_017,sample,2,6,6,S0 H0 S1 T0 T0 S1,0.0,0.0,0.0,0.0,0.0
sample_n2_d6_018,sample,2,6,6,"CNOT1,0 H1 CNOT1,0 CZ0,1 CZ0,1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_019,sample,2,6,6,"S0 S0 CNOT1,0 CNOT1,0 H1 T1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_020,sample,2,6,6,"H0 H1 S1 CZ0,1 T1 S1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n2_d6_021,sample,2,6,6,"H1 H1 CNOT0,1 H1 CZ0,1 CNOT1,0",1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0
sample_n2_d6_022,sample,2,6,6,"CZ0,1 T0 T0 S0 H1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_023,sample,2,6,6,"S0 CNOT1,0 T1 H1 CZ0,1 T0",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d6_024,sample,2,6,6,"T1 H1 CNOT1,0 S1 H0 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517808
sample_n2_d6_025,sample,2,6,6,"CZ0,1 CNOT1,0 H1 H0 S0 H0",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799726,0.0
sample_n2_d6_026,sample,2,6,6,"H1 S0 S1 CZ0,1 CNOT1,0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_027,sample,2,6,6,T1 T1 S1 T0 H0 H1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d6_028,sample,2,6,6,"H0 H0 T1 CNOT1,0 CNOT1,0 CZ0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d6_029,sample,2,6,6,"H0 H1 H1 H0 T1 CNOT0,1",1.3862943611198906,1.3862943611198906,1.3862943611198906,27.631021115928547,0.28768207245178035
sample_n2_d6_030,sample,2,6,6,"H0 CNOT0,1 CZ0,1 S1 T0 S1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_031,sample,2,6,6,"T0 H0 T0 CNOT1,0 CNOT0,1 CZ0,1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d6_032,sample,2,6,6,"CNOT1,0 H1 T1 S0 CZ0,1 CNOT0,1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_033,sample,2,6,6,"S1 T1 S1 CNOT1,0 T0 CZ0,1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d6_034,sample,2,6,6,"CNOT1,0 S1 S1 CZ0,1 S0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_035,sample,2,6,6,"H1 S1 CNOT1,0 CNOT0,1 CNOT0,1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_036,sample,2,6,6,"CZ0,1 S0 CZ0,1 S0 CZ0,1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d6_037,sample,2,6,6,"H0 T1 S1 CNOT1,0 S0 S0",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d6_038,sample,2,6,6,"H0 H1 CNOT1,0 CNOT0,1 T0 H1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.28768207245178107
sample_n2_d6_039,sample,2,6,6,"H1 H0 T0 S0 CNOT1,0 S0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d6_040,sample,2,6,6,"CZ0,1 S1 S0 CNOT0,1 CNOT1,0 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_001,sample,2,7,7,"S1 CZ0,1 T1 CNOT1,0 CNOT1,0 S1 CNOT1,0",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d7_002,sample,2,7,7,"CZ0,1 CNOT1,0 H1 T0 CZ0,1 H1 CZ0,1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d7_003,sample,2,7,7,"T0 S1 S0 H0 CNOT1,0 S1 T1",0.0,0.0,0.0,0.0,0.5753641449035618
sample_n2_d7_004,sample,2,7,7,"CZ0,1 H0 S1 T1 T1 CZ0,1 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_005,sample,2,7,7,"S0 H0 S1 T0 S0 CNOT1,0 CZ0,1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d7_006,sample,2,7,7,"H0 CNOT0,1 S1 H0 CNOT1,0 H1 S0",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799726,0.0
sample_n2_d7_007,sample,2,7,7,"CNOT0,1 H1 CZ0,1 CZ0,1 H1 CZ0,1 H0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.0
sample_n2_d7_008,sample,2,7,7,"CNOT1,0 S1 T0 H0 T1 H0 H1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.5753641449035618
sample_n2_d7_009,sample,2,7,7,"T0 T1 T1 S0 CZ0,1 H1 S1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d7_010,sample,2,7,7,"CZ0,1 CNOT0,1 CNOT0,1 H1 CNOT1,0 CNOT1,0 T0",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d7_011,sample,2,7,7,"CNOT1,0 H1 S1 H0 S0 H0 T1",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.34657359027997264,0.2876820724517809
sample_n2_d7_012,sample,2,7,7,"H0 T1 H0 CNOT1,0 CZ0,1 T1 S0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n2_d7_013,sample,2,7,7,S1 T0 S1 S1 H0 T1 T1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d7_014,sample,2,7,7,"CNOT0,1 S0 S0 T1 H0 H0 CNOT1,0",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n2_d7_015,sample,2,7,7,"S1 S0 H1 CNOT1,0 S1 H1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_016,sample,2,7,7,"CNOT1,0 H1 H0 CNOT0,1 CNOT1,0 CNOT1,0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_017,sample,2,7,7,"H0 CNOT0,1 S0 H0 T1 H0 T1",0.6931471805599453,0.6931471805599453,0.6931471805599453,13.642223762824287,0.0
sample_n2_d7_018,sample,2,7,7,"S1 H0 H1 CNOT0,1 T1 T1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d7_019,sample,2,7,7,"CNOT0,1 CNOT1,0 CNOT1,0 T0 CNOT1,0 H0 CNOT0,1",0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d7_020,sample,2,7,7,"T0 CNOT0,1 H0 CZ0,1 T0 H1 CNOT0,1",0.0,0.0,0.0,0.0,0.5753641449035615
sample_n2_d7_021,sample,2,7,7,"H0 CNOT1,0 CZ0,1 H1 S1 H1 S1",0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799726,0.0
sample_n2_d7_022,sample,2,7,7,"CNOT0,1 T1 S1 S0 T1 S0 T1",0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d7_023,sample,2,7,7,"S1 H1 T1 S0 CNOT0,1 T1 H0",0.0,0.0,0.0,0.0,0.5753641449035615
