label,source,n_qubits,depth,num_gates,circuit,median_c2,mean_c2,max_c2,median_cancellation,operator_magic
sample_n1_d8_009,sample,1,8,8,H0 S0 H0 S0 T0 H0 H0 T0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.039720770839918,0.0
sample_n1_d8_010,sample,1,8,8,S0 H0 T0 T0 S0 T0 H0 H0,1.3862943611198904,1.3862943611198904,1.3862943611198904,0.6931471805599454,0.2876820724517809
sample_n1_d8_011,sample,1,8,8,T0 T0 S0 S0 T0 T0 H0 S0,0.0,0.0,0.0,0.0,0.0
sample_n1_d8_012,sample,1,8,8,T0 S0 H0 T0 T0 H0 S0 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799727,0.5753641449035618
sample_n1_d8_013,sample,1,8,8,S0 H0 T0 T0 T0 S0 T0 S0,0.0,0.0,0.0,0.0,0.0
sample_n1_d8_014,sample,1,8,8,S0 T0 H0 S0 S0 S0 S0 H0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.28768207245178123
sample_n1_d8_015,sample,1,8,8,H0 S0 T0 H0 H0 S0 S0 T0,1.3862943611198908,1.3862943611198908,1.3862943611198908,0.6931471805599453,0.0
sample_n1_d8_016,sample,1,8,8,S0 H0 H0 S0 T0 S0 T0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n1_d8_017,sample,1,8,8,T0 T0 T0 T0 H0 S0 H0 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.34657359027997264,0.2876820724517809
sample_n1_d8_018,sample,1,8,8,S0 H0 H0 S0 T0 H0 T0 S0,1.3862943611198908,1.3862943611198908,1.3862943611198908,0.6931471805599454,0.5753641449035607
sample_n1_d8_019,sample,1,8,8,S0 H0 T0 S0 S0 S0 S0 S0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n1_d8_020,sample,1,8,8,S0 S0 S0 S0 S0 S0 S0 H0,0.0,0.0,0.0,0.0,0.0
sample_n1_d8_021,sample,1,8,8,H0 H0 H0 T0 S0 H0 H0 H0,3.4657359027997265,3.4657359027997265,3.4657359027997265,1.9061547465398494,0.28768207245178
sample_n1_d8_022,sample,1,8,8,S0 S0 S0 S0 S0 T0 T0 T0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n1_d8_023,sample,1,8,8,H0 S0 H0 H0 S0 H0 T0 S0,2.0794415416798357,2.0794415416798357,2.0794415416798357,14.508657738524219,0.2876820724517809
sample_n1_d8_024,sample,1,8,8,S0 H0 H0 H0 T0 S0 T0 S0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0
sample_n1_d8_025,sample,1,8,8,H0 T0 S0 H0 T0 T0 H0 S0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.8664339756999315,0.28768207245178035
sample_n1_d8_026,sample,1,8,8,H0 T0 S0 T0 T0 H0 S0 S0,0.6931471805599451,0.6931471805599451,0.6931471805599451,0.519860385419959,0.28768207245178035
sample_n1_d8_027,sample,1,8,8,H0 H0 T0 T0 H0 T0 T0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.039720770839918,0.0
sample_n1_d8_028,sample,1,8,8,H0 T0 S0 S0 H0 S0 S0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.519860385419959,0.28768207245178035
sample_n1_d8_029,sample,1,8,8,S0 T0 H0 S0 H0 S0 S0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.34657359027997264,0.28768207245178123
sample_n1_d8_030,sample,1,8,8,H0 T0 S0 T0 S0 T0 H0 S0,0.6931471805599451,0.6931471805599451,0.6931471805599451,0.519860385419959,0.2876820724517809
sample_n1_d9_001,sample,1,9,9,T0 S0 T0 S0 S0 H0 T0 H0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5198603854199589,0.28768207245178035
sample_n1_d9_002,sample,1,9,9,T0 T0 T0 H0 H0 S0 T0 S0 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n1_d9_003,sample,1,9,9,T0 H0 T0 S0 H0 H0 S0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799042,0.5753641449035618
sample_n1_d9_004,sample,1,9,9,S0 T0 T0 H0 H0 T0 H0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.039720770839918,0.28768207245177946
sample_n1_d9_005,sample,1,9,9,S0 S0 T0 T0 T0 H0 T0 S0 T0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n1_d9_006,sample,1,9,9,T0 T0 H0 T0 H0 T0 H0 T0 S0,1.3862943611198906,1.3862943611198906,1.386294361119891,0.7650676986728906,0.4453110166553637
sample_n1_d9_007,sample,1,9,9,H0 S0 H0 T0 T0 H0 S0 T0 T0,1.3862943611198908,1.3862943611198908,1.3862943611198908,14.162084148244247,0.0
sample_n1_d9_008,sample,1,9,9,H0 H0 H0 S0 H0 H0 H0 T0 S0,3.4657359027997265,3.4657359027997265,3.4657359027997265,1.7328679513998633,0.28768207245177946
sample_n1_d9_009,sample,1,9,9,H0 T0 T0 S0 H0 S0 S0 T0 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n1_d9_010,sample,1,9,9,S0 T0 H0 T0 T0 H0 H0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,14.508657738524219,0.28768207245178
sample_n1_d9_011,sample,1,9,9,T0 T0 S0 H0 H0 T0 S0 T0 H0,1.3862943611198908,1.3862943611198908,1.3862943611198908,0.6931471805599453,0.0
sample_n1_d9_012,sample,1,9,9,H0 H0 H0 S0 S0 T0 T0 S0 T0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.2876820724517809
sample_n1_d9_013,sample,1,9,9,T0 H0 T0 S0 H0 T0 S0 S0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.5198603854199589,0.4453110166553634
sample_n1_d9_014,sample,1,9,9,H0 H0 H0 H0 T0 H0 T0 S0 T0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198908,0.2876820724517806
sample_n1_d9_015,sample,1,9,9,H0 S0 S0 H0 S0 S0 S0 S0 H0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0
sample_n1_d9_016,sample,1,9,9,S0 S0 T0 H0 H0 T0 H0 T0 H0,2.079441541679836,2.079441541679836,2.079441541679836,1.2130075659799042,0.2876820724517809
sample_n1_d9_017,sample,1,9,9,T0 T0 H0 T0 S0 H0 S0 H0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799044,0.28768207245178
sample_n1_d9_018,sample,1,9,9,H0 H0 S0 T0 H0 T0 T0 S0 T0,1.3862943611198908,1.3862943611198908,1.3862943611198908,0.6931471805599455,0.5753641449035618
sample_n1_d9_019,sample,1,9,9,S0 S0 H0 H0 T0 S0 H0 H0 H0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198906,0.2876820724517809
sample_n1_d9_020,sample,1,9,9,H0 S0 S0 H0 T0 S0 H0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.039720770839918,0.2876820724517809
sample_n1_d9_021,sample,1,9,9,H0 H0 H0 S0 S0 H0 T0 H0 T0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198906,0.5753641449035618
sample_n1_d9_022,sample,1,9,9,H0 H0 H0 T0 T0 T0 S0 H0 T0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799044,0.5753641449035617
sample_n1_d9_023,sample,1,9,9,H0 T0 T0 H0 S0 T0 H0 T0 S0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.8664339756999314,0.5753641449035615
sample_n1_d9_024,sample,1,9,9,T0 T0 T0 T0 S0 T0 T0 H0 T0,0.0,0.0,0.0,0.0,0.28768207245178
sample_n1_d9_025,sample,1,9,9,S0 H0 S0 T0 H0 H0 S0 S0 T0,1.3862943611198908,1.3862943611198908,1.3862943611198908,0.6931471805599453,0.0
sample_n1_d9_026,sample,1,9,9,H0 S0 S0 S0 H0 H0 T0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799042,0.2876820724517809
sample_n1_d9_027,sample,1,9,9,H0 H0 S0 S0 S0 H0 H0 S0 T0,2.0794415416798357,2.0794415416798357,2.0794415416798357,14.508657738524219,0.2876820724517809
sample_n1_d9_028,sample,1,9,9,S0 S0 S0 H0 T0 S0 T0 S0 S0,0.0,0.0,0.0,0.0,0.0
sample_n1_d9_029,sample,1,9,9,S0 T0 S0 H0 H0 H0 T0 H0 H0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198906,0.5753641449035618
sample_n1_d9_030,sample,1,9,9,T0 T0 S0 H0 H0 T0 H0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.039720770839918,0.28768207245177946
sample_n1_d10_001,sample,1,10,10,S0 S0 S0 T0 H0 S0 S0 H0 S0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.28768207245178123
sample_n1_d10_002,sample,1,10,10,H0 T0 S0 H0 H0 T0 H0 T0 H0 H0,3.4657359027997265,3.4657359027997265,3.4657359027997265,15.201804919084164,0.2876820724517809
sample_n1_d10_003,sample,1,10,10,T0 H0 H0 S0 S0 T0 T0 S0 S0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n1_d10_004,sample,1,10,10,T0 T0 H0 S0 T0 T0 H0 S0 S0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n1_d10_005,sample,1,10,10,T0 H0 H0 T0 T0 H0 T0 S0 H0 T0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799042,0.4453110166553642
sample_n1_d10_006,sample,1,10,10,H0 S0 S0 H0 T0 T0 T0 H0 H0 H0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198908,0.28768207245178
sample_n1_d10_007,sample,1,10,10,S0 H0 H0 T0 H0 T0 S0 T0 H0 T0,2.0794415416798357,2.0794415416798357,2.0794415416798357,14.508657738524219,0.0
sample_n1_d10_008,sample,1,10,10,T0 S0 S0 T0 S0 S0 H0 H0 S0 H0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0
sample_n1_d10_009,sample,1,10,10,S0 H0 H0 H0 S0 H0 H0 T0 T0 S0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198906,0.0
sample_n1_d10_010,sample,1,10,10,T0 T0 H0 T0 S0 T0 T0 S0 S0 S0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n1_d10_011,sample,1,10,10,S0 T0 T0 S0 T0 T0 T0 S0 S0 T0,0.0,0.0,0.0,0.0,0.0
sample_n1_d10_012,sample,1,10,10,T0 S0 T0 S0 T0 H0 T0 H0 S0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.519860385419959,0.5753641449035618
sample_n1_d10_013,sample,1,10,10,S0 T0 H0 H0 H0 T0 H0 S0 H0 S0,2.772588722239781,2.772588722239781,2.772588722239781,1.559581156259877,0.5753641449035607
sample_n1_d10_014,sample,1,10,10,T0 S0 H0 H0 S0 T0 S0 H0 T0 S0,1.3862943611198906,1.3862943611198908,1.3862943611198908,0.6931471805599453,0.2876820724517809
sample_n1_d10_015,sample,1,10,10,T0 T0 S0 H0 S0 S0 H0 T0 S0 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n1_d10_016,sample,1,10,10,T0 T0 T0 H0 T0 S0 T0 H0 S0 H0,1.3862943611198908,1.3862943611198908,1.3862943611198908,0.6931471805599452,0.2876820724517809
sample_n1_d10_017,sample,1,10,10,T0 T0 H0 T0 S0 H0 T0 S0 H0 T0,1.3862943611198906,1.3862943611198906,1.386294361119891,0.7650676986728906,0.4453110166553637
sample_n1_d10_018,sample,1,10,10,T0 H0 S0 S0 S0 S0 H0 S0 H0 S0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599454,0.28768207245178
sample_n1_d10_019,sample,1,10,10,T0 S0 S0 T0 T0 S0 S0 T0 T0 S0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n1_d10_020,sample,1,10,10,S0 S0 S0 S0 T0 T0 S0 H0 S0 S0,0.0,0.0,0.0,0.0,0.0
sample_n1_d10_021,sample,1,10,10,H0 T0 T0 H0 S0 S0 H0 T0 S0 S0,1.3862943611198908,1.3862943611198908,1.3862943611198908,0.6931471805599454,0.2876820724517809
sample_n1_d10_022,sample,1,10,10,S0 H0 S0 T0 H0 H0 H0 H0 S0 H0,3.4657359027997265,3.4657359027997265,3.4657359027997265,1.9061547465398494,0.2876820724517809
sample_n1_d10_023,sample,1,10,10,S0 T0 T0 T0 H0 H0 S0 H0 S0 S0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.2876820724517809
sample_n1_d10_024,sample,1,10,10,S0 T0 S0 S0 T0 H0 T0 S0 S0 S0,0.0,0.0,0.0,0.0,0.28768207245178
sample_n1_d10_025,sample,1,10,10,S0 S0 S0 H0 H0 S0 T0 H0 T0 H0,2.079441541679836,2.079441541679836,2.079441541679836,1.2130075659799042,0.5753641449035618
sample_n1_d10_026,sample,1,10,10,T0 T0 T0 T0 T0 T0 H0 H0 H0 T0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.2876820724517809
sample_n1_d10_027,sample,1,10,10,S0 S0 S0 S0 S0 T0 S0 T0 T0 T0,0.0,0.0,0.0,0.0,0.0
sample_n1_d10_028,sample,1,10,10,S0 H0 T0 S0 H0 T0 T0 H0 T0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.1116412889528633,0.575364144903561
sample_n1_d10_029,sample,1,10,10,T0 H0 H0 H0 H0 H0 S0 T0 H0 H0,4.1588830833596715,4.1588830833596715,4.1588830833596715,2.0794415416798357,0.5753641449035615
sample_n1_d10_030,sample,1,10,10,S0 S0 S0 T0 S0 S0 T0 T0 S0 T0,0.0,0.0,0.0,0.0,0.0
sample_n1_d11_001,sample,1,11,11,T0 T0 T0 H0 T0 H0 H0 T0 T0 T0 S0,1.3862943611198906,1.3862943611198908,1.3862943611198908,0.6931471805599453,0.2876820724517806
sample_n1_d11_002,sample,1,11,11,H0 T0 S0 T0 S0 S0 H0 S0 T0 T0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n1_d11_003,sample,1,11,11,S0 S0 H0 H0 T0 T0 S0 H0 T0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799042,0.2876820724517806
sample_n1_d11_004,sample,1,11,11,S0 T0 T0 S0 T0 H0 H0 H0 T0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799044,0.575364144903562
sample_n1_d11_005,sample,1,11,11,H0 H0 S0 H0 H0 T0 T0 H0 T0 H0 T0,3.4657359027997265,3.4657359027997265,3.4657359027997265,1.9061547465398494,0.5753641449035602
sample_n1_d11_006,sample,1,11,11,H0 S0 T0 H0 H0 S0 T0 T0 S0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799044,0.28768207245178035
sample_n1_d11_007,sample,1,11,11,H0 T0 H0 H0 S0 T0 T0 S0 H0 T0 T0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799044,0.2876820724517815
sample_n1_d11_008,sample,1,11,11,S0 H0 T0 H0 S0 H0 S0 H0 T0 T0 H0,2.772588722239781,2.772588722239781,2.772588722239781,1.5595811562598771,0.28768207245178035
sample_n1_d11_009,sample,1,11,11,S0 S0 S0 H0 T0 T0 T0 S0 S0 S0 T0,0.0,0.0,0.0,0.0,0.0
sample_n1_d11_010,sample,1,11,11,H0 H0 S0 H0 T0 T0 S0 T0 S0 T0 T0,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.2876820724517809
sample_n1_d11_011,sample,1,11,11,S0 H0 T0 H0 H0 T0 H0 H0 S0 S0 T0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198908,0.28768207245178035
sample_n1_d11_012,sample,1,11,11,S0 T0 H0 T0 H0 T0 H0 S0 S0 H0 H0,2.772588722239781,2.772588722239781,2.772588722239781,1.4582148792328358,0.4453110166553646
sample_n1_d11_013,sample,1,11,11,T0 T0 S0 T0 T0 S0 T0 H0 S0 S0 S0,0.0,0.0,0.0,0.0,0.28768207245178
sample_n1_d11_014,sample,1,11,11,S0 S0 S0 S0 H0 H0 T0 H0 H0 S0 H0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198906,0.2876820724517809
sample_n1_d11_015,sample,1,11,11,H0 S0 S0 S0 T0 S0 T0 S0 S0 H0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799727,0.0
sample_n1_d11_016,sample,1,11,11,H0 H0 H0 H0 S0 H0 H0 H0 H0 S0 S0,4.852030263919617,4.852030263919617,4.852030263919617,15.894952099644112,0.0
sample_n1_d11_017,sample,1,11,11,T0 S0 S0 T0 T0 S0 H0 S0 S0 S0 H0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799727,0.2876820724517809
sample_n1_d11_018,sample,1,11,11,S0 H0 H0 S0 S0 T0 H0 S0 S0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.039720770839918,0.2876820724517809
sample_n1_d11_019,sample,1,11,11,S0 T0 H0 T0 H0 T0 T0 T0 H0 S0 H0,2.079441541679836,2.079441541679836,2.079441541679836,1.1116412889528633,0.44531101665536355
sample_n1_d11_020,sample,1,11,11,H0 H0 T0 S0 T0 T0 T0 H0 H0 H0 T0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198908,0.28768207245177946
sample_n1_d11_021,sample,1,11,11,S0 T0 S0 S0 H0 T0 T0 T0 T0 H0 S0,0.6931471805599452,0.6931471805599452,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n1_d11_022,sample,1,11,11,S0 T0 H0 T0 H0 H0 H0 T0 S0 S0 S0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799042,0.4453110166553639
sample_n1_d11_023,sample,1,11,11,T0 H0 H0 T0 H0 T0 T0 T0 T0 H0 H0,2.7725887222397816,2.7725887222397816,2.7725887222397816,1.3862943611198906,0.0
sample_n1_d11_024,sample,1,11,11,T0 H0 T0 S0 T0 H0 S0 T0 S0 S0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n1_d11_025,sample,1,11,11,H0 T0 S0 H0 T0 H0 S0 S0 H0 T0 H0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198906,0.2876820724517817
sample_n1_d11_026,sample,1,11,11,T0 T0 S0 S0 S0 S0 H0 H0 S0 S0 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n1_d11_027,sample,1,11,11,H0 S0 S0 H0 T0 S0 T0 T0 T0 S0 H0,1.3862943611198904,1.3862943611198904,1.3862943611198904,0.6931471805599454,0.0
sample_n1_d11_028,sample,1,11,11,T0 T0 T0 H0 S0 S0 T0 T0 H0 S0 H0,1.3862943611198908,1.3862943611198908,1.3862943611198908,14.162084148244247,0.2876820724517809
sample_n1_d11_029,sample,1,11,11,T0 H0 T0 H0 T0 S0 S0 H0 H0 S0 S0,2.079441541679836,2.079441541679836,2.079441541679836,1.2130075659799042,0.44531101665536404
sample_n1_d11_030,sample,1,11,11,S0 S0 T0 S0 T0 H0 S0 T0 H0 H0 S0,1.3862943611198908,1.3862943611198908,1.3862943611198908,0.6931471805599453,0.2876820724517809
sample_n1_d12_001,sample,1,12,12,S0 S0 H0 S0 S0 S0 H0 H0 H0 T0 S0 S0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.039720770839918,0.2876820724517809
sample_n1_d12_002,sample,1,12,12,S0 S0 H0 T0 T0 S0 H0 S0 S0 H0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.039720770839918,0.0
sample_n1_d12_003,sample,1,12,12,T0 S0 H0 S0 S0 T0 T0 S0 H0 H0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.039720770839918,0.28768207245178
sample_n1_d12_004,sample,1,12,12,T0 T0 S0 T0 S0 S0 T0 T0 T0 S0 T0 H0,0.0,0.0,0.0,0.0,0.28768207245178
sample_n1_d12_005,sample,1,12,12,H0 T0 S0 T0 S0 S0 S0 T0 S0 T0 S0 T0,0.0,0.0,0.0,0.0,0.2876820724517815
sample_n1_d12_006,sample,1,12,12,S0 S0 S0 S0 T0 H0 H0 T0 S0 H0 S0 T0,1.3862943611198906,1.3862943611198908,1.3862943611198908,0.6931471805599453,0.2876820724517809
sample_n1_d12_007,sample,1,12,12,S0 S0 S0 H0 H0 T0 S0 H0 H0 T0 H0 H0,3.4657359027997265,3.4657359027997265,3.4657359027997265,15.201804919084164,0.0
sample_n1_d12_008,sample,1,12,12,S0 T0 S0 T0 S0 H0 S0 H0 S0 H0 S0 S0,1.3862943611198906,1.3862943611198906,1.3862943611198906,14.162084148244247,0.0
sample_n1_d12_009,sample,1,12,12,S0 T0 S0 H0 T0 S0 T0 S0 T0 H0 H0 S0,1.3862943611198904,1.3862943611198906,1.3862943611198906,0.6931471805599454,0.5753641449035617
sample_n1_d12_010,sample,1,12,12,S0 H0 T0 T0 S0 T0 S0 H0 T0 T0 S0 S0,0.6931471805599452,0.6931471805599452,0.6931471805599453,0.5198603854199589,0.2876820724517809
sample_n1_d12_011,sample,1,12,12,S0 T0 S0 T0 H0 H0 H0 H0 S0 H0 H0 T0,3.4657359027997265,3.4657359027997265,3.4657359027997265,15.201804919084164,0.28768207245178123
sample_n1_d12_012,sample,1,12,12,S0 H0 T0 S0 S0 H0 T0 S0 S0 H0 S0 S0,1.3862943611198908,1.3862943611198908,1.3862943611198908,0.7650676986728907,0.575364144903561
sample_n1_d12_013,sample,1,12,12,H0 T0 T0 S0 H0 T0 H0 T0 T0 S0 S0 S0,1.3862943611198904,1.3862943611198904,1.3862943611198906,0.6931471805599452,0.28768207245178
sample_n1_d12_014,sample,1,12,12,T0 T0 T0 T0 T0 H0 S0 H0 T0 T0 T0 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.3465735902799727,0.2876820724517809
sample_n1_d12_015,sample,1,12,12,H0 S0 T0 T0 S0 S0 S0 T0 S0 T0 H0 T0,0.6931471805599452,0.6931471805599452,0.6931471805599453,0.3465735902799726,0.28768207245177974
sample_n1_d12_016,sample,1,12,12,H0 T0 S0 T0 T0 H0 T0 S0 T0 H0 S0 T0,1.3862943611198904,1.3862943611198904,1.3862943611198906,0.6931471805599453,0.0
sample_n1_d12_017,sample,1,12,12,H0 S0 T0 S0 S0 S0 S0 T0 H0 S0 T0 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.0
sample_n1_d12_018,sample,1,12,12,S0 S0 T0 S0 T0 S0 T0 S0 H0 H0 S0 S0,0.6931471805599453,0.6931471805599453,0.6931471805599453,13.815510557964274,0.2876820724517809
sample_n1_d12_019,sample,1,12,12,H0 S0 H0 H0 T0 T0 S0 T0 T0 T0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799044,0.2876820724517809
sample_n1_d12_020,sample,1,12,12,T0 T0 S0 H0 H0 T0 T0 S0 H0 T0 H0 S0,2.0794415416798357,2.0794415416798357,2.0794415416798357,1.2130075659799042,0.28768207245178107
sample_n1_d12_021,sample,1,12,12,S0 H0 S0 T0 T0 T0 T0 S0 H0 S0 S0 H0,1.3862943611198904,1.3862943611198904,1.3862943611198904,0.6931471805599454,0.0
sample_n1_d12_022,sample,1,12,12,H0 H0 S0 H0 S0 H0 T0 T0 H0 S0 H0 T0,3.4657359027997265,3.4657359027997265,3.4657359027997265,1.7328679513998635,0.28768207245177974
sample_n1_d12_023,sample,1,12,12,H0 S0 S0 H0 T0 H0 T0 S0 T0 S0 S0 H0,2.0794415416798357,2.0794415416798357,2.0794415416798357,14.508657738524219,0.28768207245178123
sample_n1_d12_024,sample,1,12,12,T0 S0 H0 S0 H0 S0 S0 H0 H0 H0 T0 S0,2.772588722239781,2.772588722239781,2.772588722239781,1.3862943611198906,0.5753641449035618
sample_n1_d12_025,sample,1,12,12,S0 H0 T0 T0 T0 T0 T0 H0 S0 S0 H0 T0,1.3862943611198904,1.3862943611198904,1.3862943611198906,0.6931471805599454,0.0
sample_n1_d12_026,sample,1,12,12,T0 T0 H0 S0 S0 S0 T0 S0 S0 H0 S0 T0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.519860385419959,0.575364144903562
sample_n1_d12_027,sample,1,12,12,T0 T0 S0 H0 T0 T0 H0 H0 T0 T0 H0 S0,2.0794415416798357,2.0794415416798357,2.0794415416798357,14.508657738524219,0.0
sample_n1_d12_028,sample,1,12,12,T0 H0 S0 S0 H0 H0 H0 S0 H0 H0 H0 H0,4.852030263919618,4.852030263919618,4.852030263919618,15.894952099644112,0.2876820724517791
sample_n1_d12_029,sample,1,12,12,T0 T0 H0 H0 T0 H0 H0 H0 S0 T0 T0 H0,3.4657359027997265,3.4657359027997265,3.4657359027997265,15.201804919084164,0.2876820724517809
sample_n1_d12_030,sample,1,12,12,S0 H0 S0 T0 H0 H0 H0 H0 H0 S0 H0 S0,4.1588830833596715,4.1588830833596715,4.1588830833596715,2.252728336819822,0.28768207245177974
sample_n2_d1_001,sample,2,1,1,T1,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d1_002,sample,2,1,1,T0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d1_003,sample,2,1,1,"CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d1_004,sample,2,1,1,H0,0.0,0.0,0.0,0.0,0.0
sample_n2_d1_005,sample,2,1,1,"CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d1_006,sample,2,1,1,S0,0.0,0.0,0.0,0.0,0.0
sample_n2_d1_007,sample,2,1,1,H1,0.0,0.0,0.0,0.0,0.0
sample_n2_d1_008,sample,2,1,1,S1,0.0,0.0,0.0,0.0,0.0
sample_n2_d1_009,sample,2,1,1,"CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_001,sample,2,2,2,"H1 CNOT0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_002,sample,2,2,2,"S0 CNOT1,0",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_003,sample,2,2,2,"CZ0,1 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_004,sample,2,2,2,H0 S0,0.0,0.0,0.0,0.0,0.0
sample_n2_d2_005,sample,2,2,2,T1 S0,0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d2_006,sample,2,2,2,"S0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_007,sample,2,2,2,"CNOT1,0 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_008,sample,2,2,2,H1 T0,0.0,0.0,0.0,0.0,0.2876820724517806
sample_n2_d2_009,sample,2,2,2,"S1 CZ0,1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_010,sample,2,2,2,T1 H0,0.0,0.0,0.0,0.0,0.28768207245178035
sample_n2_d2_011,sample,2,2,2,"T1 CZ0,1",0.0,0.0,0.0,0.0,0.2876820724517809
sample_n2_d2_012,sample,2,2,2,"CNOT1,0 H1",0.0,0.0,0.0,0.0,0.0
sample_n2_d2_013,sample,2,2,2,"H0 CNOT0,1",0.0,0.0,0.0,0.0,0.0
