n_qubits,layers,t_density,expected_t_gates,repeat,circuit_seed,task,global_p2_estimate,global_k90_estimate,task_p2,exp_task_p2,k50,k90,k95,k90_lower_bound,k90_over_exp_p2,terminal_support,labels_requested,labels_used,capped_labels,avg_terminal_terms
8,5,0.1,4.0,6,88189065636125770,hamiltonian_terms,0.8700148866714361,97,0.38776553100876343,1.4736842105263157,12,28,30,1.193684210526316,19.0,34,21,21,0,1.7142857142857142
8,5,0.1,4.0,6,88189065636125770,transported_local_z,0.8700148866714361,97,0.42121346507630353,1.5238095238095237,6,12,14,1.2342857142857142,7.875,15,8,8,0,1.875
8,5,0.1,4.0,6,88189065636125770,all_pauli,0.8700148866714361,97,1.1183367940158881,3.0597609561752988,29,84,96,2.478406374501992,27.453125,115,24,24,0,4.791666666666667
8,5,0.1,4.0,7,299997250960990718,local_z,1.6533571463689358,225,0.3746934494414107,1.4545454545454546,4,13,15,1.1781818181818182,8.9375,16,8,8,0,2.0
8,5,0.1,4.0,7,299997250960990718,local_transverse,1.6533571463689358,225,0.7576857016975165,2.1333333333333333,14,32,35,1.728,15.0,38,16,16,0,2.625
8,5,0.1,4.0,7,299997250960990718,hamiltonian_terms,1.6533571463689358,225,0.7051233716066609,2.0240963855421685,18,46,50,1.6395180722891567,22.726190476190478,58,21,21,0,2.761904761904762
8,5,0.1,4.0,7,299997250960990718,transported_local_z,1.6533571463689358,225,0.6931471805599453,2.0,6,19,21,1.62,9.5,22,8,8,0,2.75
8,5,0.1,4.0,7,299997250960990718,all_pauli,1.6533571463689358,225,2.0286692163064126,7.6039603960396045,69,216,254,6.15920792079208,28.406249999999996,292,24,24,0,12.166666666666666
8,5,0.1,4.0,8,138535339068738981,local_z,1.4847344339331432,206,0.48258241145259567,1.620253164556962,4,22,28,1.3124050632911393,13.578125,34,8,8,0,4.25
8,5,0.1,4.0,8,138535339068738981,local_transverse,1.4847344339331432,206,1.1263368366829645,3.0843373493975905,15,50,56,2.4983132530120487,16.2109375,62,16,16,0,4.625
8,5,0.1,4.0,8,138535339068738981,hamiltonian_terms,1.4847344339331432,206,1.054937225165448,2.871794871794872,25,87,95,2.3261538461538462,30.294642857142858,111,21,21,0,5.285714285714286
8,5,0.1,4.0,8,138535339068738981,transported_local_z,1.4847344339331432,206,0.6776429940239801,1.9692307692307693,5,34,47,1.5950769230769233,17.265625,59,8,8,0,7.375
