n_qubits,layers,t_density,expected_t_gates,repeat,circuit_seed,task,global_p2_estimate,global_k90_estimate,task_p2,exp_task_p2,k50,k90,k95,k90_lower_bound,k90_over_exp_p2,terminal_support,labels_requested,labels_used,capped_labels,avg_terminal_terms
8,5,0.1,4.0,8,138535339068738981,all_pauli,1.4847344339331432,206,1.5021261766450122,4.491228070175438,46,131,163,3.6378947368421053,29.16796875,201,24,24,0,8.375
8,5,0.1,4.0,9,508489603830173086,local_z,1.9308868473566987,375,0.43318965612301924,1.5421686746987953,4,20,26,1.2491566265060243,12.96875,32,8,8,0,4.0
8,5,0.1,4.0,9,508489603830173086,local_transverse,1.9308868473566987,375,0.8356472431672284,2.3063063063063063,12,71,84,1.8681081081081081,30.78515625,96,16,16,0,6.0
8,5,0.1,4.0,9,508489603830173086,hamiltonian_terms,1.9308868473566987,375,0.9887974226609031,2.6879999999999997,20,86,103,2.17728,31.994047619047624,119,21,21,0,6.238095238095238
8,5,0.1,4.0,9,508489603830173086,transported_local_z,1.9308868473566987,375,0.6548283162578087,1.9248120300751879,5,23,26,1.5590977443609022,11.94921875,31,8,8,0,4.375
8,5,0.1,4.0,9,508489603830173086,all_pauli,1.9308868473566987,375,1.8731051086820074,6.508474576271186,80,259,297,5.271864406779661,39.794270833333336,335,24,24,0,13.958333333333334
8,5,0.1,4.0,10,325049603996323083,local_z,0.9450198003150154,108,0.2076393647782445,1.2307692307692308,4,10,11,0.996923076923077,8.125,11,8,8,0,1.375
8,5,0.1,4.0,10,325049603996323083,local_transverse,0.9450198003150154,108,0.24686007793152578,1.28,8,16,18,1.0368000000000002,12.5,19,16,16,0,1.4375
8,5,0.1,4.0,10,325049603996323083,hamiltonian_terms,0.9450198003150154,108,0.4605248852911918,1.5849056603773586,14,36,40,1.2837735849056606,22.71428571428571,44,21,21,0,2.0952380952380953
8,5,0.1,4.0,10,325049603996323083,transported_local_z,0.9450198003150154,108,0.3746934494414107,1.4545454545454546,4,13,15,1.1781818181818182,8.9375,16,8,8,0,2.0
8,5,0.1,4.0,10,325049603996323083,all_pauli,0.9450198003150154,108,1.2411123512753928,3.4594594594594597,35,96,106,2.8021621621621624,27.75,123,24,24,0,5.125
8,5,0.1,4.0,11,823360538154411641,local_z,0.6931471805599453,67,-0.0,1.0,4,8,8,0.81,8.0,8,8,8,0,1.0
8,5,0.1,4.0,11,823360538154411641,local_transverse,0.6931471805599453,67,0.3746934494414107,1.4545454545454546,10,23,25,1.1781818181818182,15.8125,26,16,16,0,1.625
8,5,0.1,4.0,11,823360538154411641,hamiltonian_terms,0.6931471805599453,67,0.15415067982725836,1.1666666666666667,11,23,25,0.9450000000000002,19.71428571428571,27,21,21,0,1.2857142857142858
8,5,0.1,4.0,11,823360538154411641,transported_local_z,0.6931471805599453,67,0.13353139262452263,1.1428571428571428,4,9,10,0.9257142857142857,7.875,10,8,8,0,1.25
8,5,0.1,4.0,11,823360538154411641,all_pauli,0.6931471805599453,67,0.6931471805599453,2.0,20,54,59,1.62,27.0,63,24,24,0,2.625
8,5,0.1,4.0,12,478798854263726346,local_z,1.2411123512753928,154,0.2876820724517809,1.3333333333333333,4,11,12,1.08,8.25,12,8,8,0,1.5
8,5,0.1,4.0,12,478798854263726346,local_transverse,1.2411123512753928,154,0.42121346507630353,1.5238095238095237,8,20,23,1.2342857142857142,13.125,26,16,16,0,1.875
8,5,0.1,4.0,12,478798854263726346,hamiltonian_terms,1.2411123512753928,154,0.4989911661189879,1.647058823529412,14,32,36,1.3341176470588236,19.428571428571427,40,21,21,0,2.2857142857142856
8,5,0.1,4.0,12,478798854263726346,transported_local_z,1.2411123512753928,154,0.2076393647782445,1.2307692307692308,4,11,13,0.996923076923077,8.9375,14,8,8,0,1.75
8,5,0.1,4.0,12,478798854263726346,all_pauli,1.2411123512753928,154,1.0831081021321445,2.9538461538461536,31,72,82,2.3926153846153846,24.375000000000004,91,24,24,0,3.7916666666666665
8,5,0.1,4.0,13,640088474002461666,local_z,1.7111159805211282,210,0.5479651707154474,1.7297297297297298,6,14,17,1.4010810810810812,8.09375,20,8,8,0,2.5
8,5,0.1,4.0,13,640088474002461666,local_transverse,1.7111159805211282,210,0.8266785731844679,2.2857142857142856,15,43,49,1.8514285714285714,18.8125,55,16,16,0,3.4375
8,5,0.1,4.0,13,640088474002461666,hamiltonian_terms,1.7111159805211282,210,0.7801585575495751,2.181818181818182,18,63,71,1.7672727272727276,28.874999999999996,79,21,21,0,3.761904761904762
8,5,0.1,4.0,13,640088474002461666,transported_local_z,1.7111159805211282,210,0.9808292530117262,2.6666666666666665,7,33,36,2.16,12.375,39,8,8,0,4.875
8,5,0.1,4.0,13,640088474002461666,all_pauli,1.7111159805211282,210,1.4343035803062512,4.19672131147541,46,135,154,3.3993442622950822,32.16796875,189,24,24,0,7.875
8,5,0.1,4.0,14,328387421463850152,local_z,1.2210447882245834,135,0.13353139262452263,1.1428571428571428,4,9,10,0.9257142857142857,7.875,10,8,8,0,1.25
8,5,0.1,4.0,14,328387421463850152,local_transverse,1.2210447882245834,135,0.5212969236332861,1.6842105263157894,8,22,25,1.3642105263157895,13.0625,28,16,16,0,2.0
8,5,0.1,4.0,14,328387421463850152,hamiltonian_terms,1.2210447882245834,135,0.4418327522790392,1.5555555555555554,13,37,41,1.26,23.78571428571429,45,21,21,0,2.142857142857143
8,5,0.1,4.0,14,328387421463850152,transported_local_z,1.2210447882245834,135,0.5212969236332861,1.6842105263157894,6,13,15,1.3642105263157895,7.71875,16,8,8,0,2.0
8,5,0.1,4.0,14,328387421463850152,all_pauli,1.2210447882245834,135,1.114360645636249,3.0476190476190474,31,80,90,2.4685714285714284,26.25,99,24,24,0,4.125
8,5,0.1,4.0,15,588822545669780338,local_z,0.7744928200138977,74,0.3746934494414107,1.4545454545454546,4,13,15,1.1781818181818182,8.9375,16,8,8,0,2.0
8,5,0.1,4.0,15,588822545669780338,local_transverse,0.7744928200138977,74,0.3746934494414107,1.4545454545454546,8,26,29,1.1781818181818182,17.875,32,16,16,0,2.0
8,5,0.1,4.0,15,588822545669780338,hamiltonian_terms,0.7744928200138977,74,0.38776553100876343,1.4736842105263157,12,34,38,1.193684210526316,23.071428571428573,42,21,21,0,2.0
8,5,0.1,4.0,15,588822545669780338,transported_local_z,0.7744928200138977,74,0.5753641449035618,1.7777777777777777,5,18,20,1.44,10.125,21,8,8,0,2.625
8,5,0.1,4.0,15,588822545669780338,all_pauli,0.7744928200138977,74,0.5389965007326869,1.7142857142857142,18,44,49,1.3885714285714286,25.666666666666668,53,24,24,0,2.2083333333333335
8,5,0.1,4.0,16,755040867610877675,local_z,1.5203839452185772,226,0.4575811092471784,1.5802469135802468,5,13,15,1.28,8.2265625,18,8,8,0,2.25
8,5,0.1,4.0,16,755040867610877675,local_transverse,1.5203839452185772,226,0.8538295622504187,2.3486238532110093,13,35,41,1.9023853211009176,14.90234375,47,16,16,0,3.25
8,5,0.1,4.0,16,755040867610877675,hamiltonian_terms,1.5203839452185772,226,1.0464265354975395,2.8474576271186445,25,64,72,2.306440677966102,22.476190476190474,88,21,21,0,4.190476190476191
8,5,0.1,4.0,16,755040867610877675,transported_local_z,1.5203839452185772,226,1.1694204228192762,3.220125786163522,11,27,33,2.6083018867924532,8.384765625,39,8,8,0,4.875
8,5,0.1,4.0,16,755040867610877675,all_pauli,1.5203839452185772,226,2.1894424368941645,8.930232558139535,82,261,299,7.233488372093023,29.2265625,337,24,24,0,14.041666666666666
8,5,0.1,4.0,17,504280378114108837,local_z,0.9808292530117262,95,0.4700036292457356,1.6,6,13,14,1.2960000000000003,8.125,14,8,8,0,1.75
8,5,0.1,4.0,17,504280378114108837,local_transverse,0.9808292530117262,95,0.43318965612301924,1.5421686746987953,9,27,31,1.2491566265060243,17.5078125,37,16,16,0,2.3125
8,5,0.1,4.0,17,504280378114108837,hamiltonian_terms,0.9808292530117262,95,0.5700870878027181,1.768421052631579,16,36,40,1.432421052631579,20.357142857142858,48,21,21,0,2.4761904761904763
8,5,0.1,4.0,17,504280378114108837,transported_local_z,0.9808292530117262,95,0.6931471805599453,2.0,7,16,18,1.62,8.0,19,8,8,0,2.375
8,5,0.1,4.0,17,504280378114108837,all_pauli,0.9808292530117262,95,1.0090001299784226,2.742857142857143,28,73,83,2.221714285714286,26.614583333333332,92,24,24,0,3.8333333333333335
8,5,0.1,4.0,18,929470355848932708,local_z,1.864141167826652,264,0.24686007793152578,1.28,4,10,12,1.0368000000000002,7.8125,13,8,8,0,1.625
8,5,0.1,4.0,18,929470355848932708,local_transverse,1.864141167826652,264,0.6473376445286511,1.9104477611940298,11,30,34,1.5474626865671643,15.703125,40,16,16,0,3.125
8,5,0.1,4.0,18,929470355848932708,hamiltonian_terms,1.864141167826652,264,0.5700870878027181,1.768421052631579,14,44,52,1.432421052631579,24.880952380952383,68,21,21,0,3.3333333333333335
8,5,0.1,4.0,18,929470355848932708,transported_local_z,1.864141167826652,264,0.6548283162578087,1.9248120300751879,6,19,23,1.5590977443609022,9.87109375,29,8,8,0,3.625
8,5,0.1,4.0,18,929470355848932708,all_pauli,1.864141167826652,264,2.089912841547131,8.08421052631579,67,286,324,6.54821052631579,35.377604166666664,394,24,24,0,16.416666666666668
8,5,0.1,4.0,19,613410966659175072,local_z,0.6325225587435105,62,0.13353139262452263,1.1428571428571428,4,9,10,0.9257142857142857,7.875,10,8,8,0,1.25
8,5,0.1,4.0,19,613410966659175072,local_transverse,0.6325225587435105,62,0.2076393647782445,1.2307692307692308,8,19,21,0.996923076923077,15.4375,22,16,16,0,1.375
8,5,0.1,4.0,19,613410966659175072,hamiltonian_terms,0.6325225587435105,62,0.3199429346700024,1.3770491803278688,12,28,30,1.1154098360655738,20.333333333333332,34,21,21,0,1.619047619047619
8,5,0.1,4.0,19,613410966659175072,transported_local_z,0.6325225587435105,62,0.2876820724517809,1.3333333333333333,4,11,12,1.08,8.25,12,8,8,0,1.5
8,5,0.1,4.0,19,613410966659175072,all_pauli,0.6325225587435105,62,0.5753641449035618,1.7777777777777777,17,43,48,1.44,24.1875,52,24,24,0,2.25
8,5,0.2,8.0,0,495286921186610870,local_z,3.2240159659125815,1233,0.3746934494414107,1.4545454545454546,4,13,15,1.1781818181818182,8.9375,16,8,8,0,2.0
8,5,0.2,8.0,0,495286921186610870,local_transverse,3.2240159659125815,1233,1.0152697429920179,2.7601078167115904,11,43,59,2.2356873315363885,15.5791015625,84,16,16,0,9.5
8,5,0.2,8.0,0,495286921186610870,hamiltonian_terms,3.2240159659125815,1233,1.0364132766025664,2.819087572102779,18,85,117,2.283460933403251,30.151599702380956,214,21,21,0,11.80952380952381
8,5,0.2,8.0,0,495286921186610870,transported_local_z,3.2240159659125815,1233,0.5163748464278578,1.6759410801963994,5,26,42,1.3575122749590836,15.513671875,67,8,8,0,8.375
8,5,0.2,8.0,0,495286921186610870,all_pauli,3.2240159659125815,1233,2.5795822653458105,13.191626409017713,169,1154,1461,10.685217391304349,87.479736328125,1896,24,24,0,79.0
8,5,0.2,8.0,1,544790727876389704,local_z,2.915722431504658,1733,0.8177896257672219,2.265486725663717,7,27,31,1.8350442477876108,11.91796875,37,8,8,0,4.625
8,5,0.2,8.0,1,544790727876389704,local_transverse,2.915722431504658,1733,1.1384581972153094,3.1219512195121952,15,87,111,2.5287804878048785,27.8671875,136,16,16,0,10.1875
8,5,0.2,8.0,1,544790727876389704,hamiltonian_terms,2.915722431504658,1733,1.7817649385030594,5.9403314917127075,47,162,196,4.811668508287293,27.271205357142854,253,21,21,0,14.523809523809524
8,5,0.2,8.0,1,544790727876389704,transported_local_z,2.915722431504658,1733,1.772416506384924,5.885057471264368,19,77,90,4.766896551724138,13.083984375,102,8,8,0,12.75
8,5,0.2,8.0,1,544790727876389704,all_pauli,2.915722431504658,1733,3.2582084420689648,26.00290966803333,317,1233,1521,21.062356831107,47.41777038574219,1940,24,24,0,80.83333333333333
8,5,0.2,8.0,2,699871737283286002,local_z,1.282497567438247,133,0.2876820724517809,1.3333333333333333,4,11,12,1.08,8.25,12,8,8,0,1.5
8,5,0.2,8.0,2,699871737283286002,local_transverse,1.282497567438247,133,0.44531101665536404,1.5609756097560976,8,26,29,1.2643902439024393,16.65625,32,16,16,0,2.1875
8,5,0.2,8.0,2,699871737283286002,hamiltonian_terms,1.282497567438247,133,0.6466271649250525,1.909090909090909,18,42,46,1.5463636363636364,22.0,50,21,21,0,2.380952380952381
8,5,0.2,8.0,2,699871737283286002,transported_local_z,1.282497567438247,133,0.2076393647782445,1.2307692307692308,4,10,11,0.996923076923077,8.125,11,8,8,0,1.375
8,5,0.2,8.0,2,699871737283286002,all_pauli,1.282497567438247,133,1.0986122886681098,3.0,29,90,106,2.43,30.0,125,24,24,0,5.208333333333333
8,5,0.2,8.0,3,359716331678373039,local_z,2.0600985788367048,635,0.7411563997463059,2.098360655737705,6,22,28,1.6996721311475411,10.484375,34,8,8,0,4.25
8,5,0.2,8.0,3,359716331678373039,local_transverse,2.0600985788367048,635,0.840161923521755,2.316742081447964,14,57,70,1.876561085972851,24.603515624999996,82,16,16,0,6.625
8,5,0.2,8.0,3,359716331678373039,hamiltonian_terms,2.0600985788367048,635,1.1349799328389845,3.1111111111111107,28,83,100,2.52,26.67857142857143,132,21,21,0,6.285714285714286
8,5,0.2,8.0,3,359716331678373039,transported_local_z,2.0600985788367048,635,0.7576857016975165,2.1333333333333333,6,24,27,1.728,11.25,30,8,8,0,3.75
8,5,0.2,8.0,3,359716331678373039,all_pauli,2.0600985788367048,635,2.044889160173176,7.728301886792453,88,334,411,6.259924528301887,43.2177734375,519,24,24,0,21.625
8,5,0.2,8.0,4,412710925320354929,local_z,2.17799948243062,529,0.5479651707154474,1.7297297297297298,6,14,16,1.4010810810810812,8.09375,17,8,8,0,2.125
8,5,0.2,8.0,4,412710925320354929,local_transverse,2.17799948243062,529,0.4700036292457356,1.6,8,20,22,1.2960000000000003,12.5,25,16,16,0,2.4375
8,5,0.2,8.0,4,412710925320354929,hamiltonian_terms,2.17799948243062,529,1.1778415252156844,3.2473572938689212,25,68,78,2.630359408033826,20.94010416666667,101,21,21,0,5.523809523809524
8,5,0.2,8.0,4,412710925320354929,transported_local_z,2.17799948243062,529,0.8345217506454938,2.303712035995501,7,23,29,1.8660067491563557,9.983886718749998,37,8,8,0,4.625
8,5,0.2,8.0,4,412710925320354929,all_pauli,2.17799948243062,529,2.419782743991193,11.243416349755526,101,411,497,9.107167243301976,36.554725646972656,807,24,24,0,33.625
8,5,0.2,8.0,5,911021476280689120,local_z,0.6035350218702582,67,0.16989903679539747,1.1851851851851851,4,9,11,0.96,7.59375,12,8,8,0,1.5
8,5,0.2,8.0,5,911021476280689120,local_transverse,0.6035350218702582,67,0.44531101665536404,1.5609756097560976,10,26,29,1.2643902439024393,16.65625,32,16,16,0,2.0
8,5,0.2,8.0,5,911021476280689120,hamiltonian_terms,0.6035350218702582,67,0.37037378829689427,1.4482758620689655,13,29,33,1.1731034482758622,20.023809523809522,37,21,21,0,1.7619047619047619
8,5,0.2,8.0,5,911021476280689120,transported_local_z,0.6035350218702582,67,0.4700036292457356,1.6,5,14,16,1.2960000000000003,8.75,17,8,8,0,2.125
8,5,0.2,8.0,5,911021476280689120,all_pauli,0.6035350218702582,67,0.48681074756211673,1.6271186440677965,16,44,49,1.3179661016949153,27.041666666666668,53,24,24,0,2.2083333333333335
8,5,0.2,8.0,6,885013881896723070,local_z,2.3554729969116415,460,0.44531101665536404,1.5609756097560976,5,13,15,1.2643902439024393,8.328125,16,8,8,0,2.0
8,5,0.2,8.0,6,885013881896723070,local_transverse,2.3554729969116415,460,0.7029608020082699,2.019723865877712,12,41,47,1.635976331360947,20.2998046875,57,16,16,0,5.25
8,5,0.2,8.0,6,885013881896723070,hamiltonian_terms,2.3554729969116415,460,0.9183389590123417,2.505125815470643,22,68,82,2.029151910531221,27.144345238095237,102,21,21,0,5.904761904761905
8,5,0.2,8.0,6,885013881896723070,transported_local_z,2.3554729969116415,460,0.7009903580209712,2.015748031496063,6,19,23,1.632755905511811,9.42578125,29,8,8,0,3.625
8,5,0.2,8.0,6,885013881896723070,all_pauli,2.3554729969116415,460,2.104826125397849,8.20567612687813,84,346,423,6.646597662771286,42.16593424479167,595,24,24,0,24.791666666666668
8,5,0.2,8.0,7,581251420445091813,local_z,0.3087354816496133,43,-0.0,1.0,4,8,8,0.81,8.0,8,8,8,0,1.0
8,5,0.2,8.0,7,581251420445091813,local_transverse,0.3087354816496133,43,0.13353139262452263,1.1428571428571428,8,17,19,0.9257142857142857,14.875,20,16,16,0,1.25
8,5,0.2,8.0,7,581251420445091813,hamiltonian_terms,0.3087354816496133,43,0.048790164169432056,1.05,11,19,21,0.8505000000000001,18.095238095238095,23,21,21,0,1.0952380952380953
8,5,0.2,8.0,7,581251420445091813,transported_local_z,0.3087354816496133,43,-0.0,1.0,4,8,8,0.81,8.0,8,8,8,0,1.0
8,5,0.2,8.0,7,581251420445091813,all_pauli,0.3087354816496133,43,0.4700036292457356,1.6,19,38,40,1.2960000000000003,23.75,42,24,24,0,1.75
8,5,0.2,8.0,8,124057829703252258,local_z,2.555125335056789,590,0.38039147055604844,1.4628571428571429,4,13,17,1.1849142857142858,8.88671875,23,8,8,0,2.875
8,5,0.2,8.0,8,124057829703252258,local_transverse,2.555125335056789,590,1.5725298172349815,4.818823529411764,25,95,108,3.9032470588235295,19.71435546875,128,16,16,0,10.9375
8,5,0.2,8.0,8,124057829703252258,hamiltonian_terms,2.555125335056789,590,1.4374310261704462,4.209866875489428,34,115,132,3.409992169146437,27.316778273809522,164,21,21,0,9.095238095238095
8,5,0.2,8.0,8,124057829703252258,transported_local_z,2.555125335056789,590,0.9939356005170268,2.7018469656992083,10,46,52,2.188496042216359,17.025390625,62,8,8,0,7.75
8,5,0.2,8.0,8,124057829703252258,all_pauli,2.555125335056789,590,2.110854274931622,8.255290560967417,72,325,409,6.686785354383608,39.368693033854164,586,24,24,0,25.916666666666668
8,5,0.2,8.0,9,42851468391303001,local_z,2.5140440930597987,709,0.5212969236332861,1.6842105263157894,6,13,15,1.3642105263157895,7.71875,16,8,8,0,2.0
8,5,0.2,8.0,9,42851468391303001,local_transverse,2.5140440930597987,709,1.1631508098056809,3.2,13,44,50,2.5920000000000005,13.75,56,16,16,0,4.25
8,5,0.2,8.0,9,42851468391303001,hamiltonian_terms,2.5140440930597987,709,1.1631508098056809,3.2,27,87,99,2.5920000000000005,27.1875,115,21,21,0,5.857142857142857
8,5,0.2,8.0,9,42851468391303001,transported_local_z,2.5140440930597987,709,0.9500575943449725,2.585858585858586,7,29,33,2.0945454545454547,11.214843749999998,39,8,8,0,4.875
8,5,0.2,8.0,9,42851468391303001,all_pauli,2.5140440930597987,709,2.5131333318832025,12.343545956805626,129,414,491,9.998272225012558,33.539794921875,575,24,24,0,24.708333333333332
8,5,0.2,8.0,10,910067816400560503,local_z,2.086300951230729,451,0.6776429940239801,1.9692307692307693,6,20,23,1.5950769230769233,10.15625,26,8,8,0,3.25
8,5,0.2,8.0,10,910067816400560503,local_transverse,2.086300951230729,451,1.0233888674305223,2.782608695652174,16,50,58,2.253913043478261,17.96875,70,16,16,0,4.625
8,5,0.2,8.0,10,910067816400560503,hamiltonian_terms,2.086300951230729,451,1.2194692403959044,3.3853904282115868,26,94,118,2.7421662468513857,27.766369047619047,151,21,21,0,7.190476190476191
8,5,0.2,8.0,10,910067816400560503,transported_local_z,2.086300951230729,451,1.0288384721980868,2.797814207650273,9,28,36,2.2662295081967216,10.0078125,48,8,8,0,6.0
8,5,0.2,8.0,10,910067816400560503,all_pauli,2.086300951230729,451,2.0348765608807464,7.6513075965130755,75,262,326,6.197559153175591,34.242513020833336,434,24,24,0,18.083333333333332
8,5,0.2,8.0,11,99922322522313647,local_z,2.1439800628174073,562,0.9808292530117262,2.6666666666666665,9,27,30,2.16,10.125,33,8,8,0,4.125
8,5,0.2,8.0,11,99922322522313647,local_transverse,2.1439800628174073,562,0.8002453161163124,2.226086956521739,11,37,43,1.803130434782609,16.62109375,49,16,16,0,3.8125
8,5,0.2,8.0,11,99922322522313647,hamiltonian_terms,2.1439800628174073,562,1.067840630001356,2.909090909090909,24,84,101,2.3563636363636364,28.875,117,21,21,0,5.571428571428571
8,5,0.2,8.0,11,99922322522313647,transported_local_z,2.1439800628174073,562,1.1631508098056809,3.2,11,28,31,2.5920000000000005,8.75,34,8,8,0,4.25
8,5,0.2,8.0,11,99922322522313647,all_pauli,2.1439800628174073,562,2.0461478135803723,7.738035264483627,76,239,277,6.267808564231738,30.886393229166668,315,24,24,0,14.458333333333334
8,5,0.2,8.0,12,69715775917342712,local_z,0.808978996085067,77,0.13353139262452263,1.1428571428571428,4,9,10,0.9257142857142857,7.875,10,8,8,0,1.25
8,5,0.2,8.0,12,69715775917342712,local_transverse,0.808978996085067,77,0.24686007793152578,1.28,8,17,19,1.0368000000000002,13.28125,20,16,16,0,1.625
8,5,0.2,8.0,12,69715775917342712,hamiltonian_terms,0.808978996085067,77,0.3532793549375942,1.4237288135593222,12,30,34,1.153220338983051,21.07142857142857,38,21,21,0,1.8095238095238095
8,5,0.2,8.0,12,69715775917342712,transported_local_z,0.808978996085067,77,0.2876820724517809,1.3333333333333333,4,12,14,1.08,9.0,15,8,8,0,1.875
8,5,0.2,8.0,12,69715775917342712,all_pauli,0.808978996085067,77,0.8630462173553428,2.3703703703703702,24,56,61,1.92,23.625,69,24,24,0,2.875
8,5,0.2,8.0,13,667159184863284977,local_z,1.7844316470892123,258,0.31139859906909695,1.3653333333333333,4,13,16,1.10592,9.521484375,21,8,8,0,2.625
8,5,0.2,8.0,13,667159184863284977,local_transverse,1.7844316470892123,258,0.44607350239569854,1.5621662852784135,8,23,27,1.2653546910755151,14.72314453125,32,16,16,0,3.75
8,5,0.2,8.0,13,667159184863284977,hamiltonian_terms,1.7844316470892123,258,0.5566903836063175,1.744888023369036,13,46,54,1.4133592989289192,26.362723214285715,69,21,21,0,3.7142857142857144
8,5,0.2,8.0,13,667159184863284977,transported_local_z,1.7844316470892123,258,0.5345421503833068,1.7066666666666668,5,17,21,1.3824,9.9609375,27,8,8,0,3.375
8,5,0.2,8.0,13,667159184863284977,all_pauli,1.7844316470892123,258,1.8844242254716423,6.58256327842507,71,241,279,5.331876255524307,36.61187744140625,345,24,24,0,14.375
8,5,0.2,8.0,14,425169839005845597,local_z,1.5654957905776017,254,0.5212969236332861,1.6842105263157894,5,16,18,1.3642105263157895,9.5,19,8,8,0,2.375
8,5,0.2,8.0,14,425169839005845597,local_transverse,1.5654957905776017,254,0.6179237593223578,1.855072463768116,9,29,32,1.502608695652174,15.6328125,35,16,16,0,2.625
