target,predictor,label,pairs,slope,intercept,coefficient_of_determination,pearson_correlation
log_k90,global_operator_sre,global \(M_2^{\rm op}\),720,0.5988892975914508,2.8382913687355176,0.22925357628353682,0.478804319407769
log_k90,t_count,\(T\)-count,720,0.1293960201911414,2.9974597221501793,0.21118588345967315,0.4595496528773286
log_k90,active_t_count,active \(T\) count,720,0.2974861510617802,3.1138764443531457,0.8361672474982768,0.9144218104891618
log_k90,task_p2,\(\mathcal P_2(U;O)\),720,1.3596140631904812,2.7150036316667228,0.8958138537407093,0.9464744337491158
