dataset,circuit_id,task,n_qubits,threshold,hit,target_mass,avg_retained_terms,relative_rms_error,best_relative_rms_error,best_avg_retained_terms,labels_used,capped_labels,status,layers,t_density,repeat,circuit_seed,model,periods,frame,detail,benchmark,size,gates,t_count
mqt_core,half_adder_3,hamiltonian_terms,3,0.1,True,0.9,3.5,0.0,0.0,3.5,6,0,ok,,,,,,,,,half_adder,3,16,7
mqt_core,half_adder_3,all_pauli,3,0.1,True,0.9,3.578125,0.0,0.0,3.578125,64,0,ok,,,,,,,,,half_adder,3,16,7
mqt_core,half_adder_5,local_z,5,0.1,True,0.9,3.2,0.03855569230808523,1.49038710001655e-16,3.4,5,0,ok,,,,,,,,,half_adder,5,52,21
mqt_core,half_adder_5,local_transverse,5,0.1,True,0.9,8.3,0.06832405372144629,2.0954473934133303e-16,9.1,10,0,ok,,,,,,,,,half_adder,5,52,21
mqt_core,half_adder_5,hamiltonian_terms,5,0.1,True,0.95,11.0,1.4141770781791638e-17,1.4141770781791638e-17,11.0,12,0,ok,,,,,,,,,half_adder,5,52,21
mqt_core,half_adder_5,all_pauli,5,0.1,True,0.95,13.34375,7.725901964526096e-17,7.725901964526096e-17,13.34375,96,0,ok,,,,,,,,,half_adder,5,52,21
mqt_core,full_adder_4,local_z,4,0.1,True,0.9,1.75,0.0,0.0,1.75,4,0,ok,,,,,,,,,full_adder,4,34,14
mqt_core,full_adder_4,local_transverse,4,0.1,True,0.9,6.375,0.02684363155713319,0.0,6.625,8,0,ok,,,,,,,,,full_adder,4,34,14
mqt_core,full_adder_4,hamiltonian_terms,4,0.1,True,0.9,8.222222222222221,0.06612898870604315,0.0,8.666666666666666,9,0,ok,,,,,,,,,full_adder,4,34,14
mqt_core,full_adder_4,all_pauli,4,0.1,True,0.9,9.541666666666666,0.08221719862276602,0.0,10.0625,96,0,ok,,,,,,,,,full_adder,4,34,14
mqt_core,full_adder_6,local_z,6,0.1,True,0.5,1.6666666666666667,0.07175805514589251,0.0,3.0,6,0,ok,,,,,,,,,full_adder,6,69,28
mqt_core,full_adder_6,local_transverse,6,0.1,True,0.9,7.166666666666667,0.06558771932789842,8.351025010379859e-17,7.75,12,0,ok,,,,,,,,,full_adder,6,69,28
mqt_core,full_adder_6,hamiltonian_terms,6,0.1,True,0.95,10.2,1.0305863342437363e-16,1.0305863342437363e-16,10.2,15,0,ok,,,,,,,,,full_adder,6,69,28
mqt_core,full_adder_6,all_pauli,6,0.1,True,0.95,12.84375,4.672388379430132e-17,4.672388379430132e-17,12.84375,96,0,ok,,,,,,,,,full_adder,6,69,28
mqt_core,modular_adder_4,local_z,4,0.1,True,0.9,1.75,0.0,0.0,1.75,4,0,ok,,,,,,,,,modular_adder,4,31,8
mqt_core,modular_adder_4,local_transverse,4,0.1,True,0.9,2.875,0.0,0.0,2.875,8,0,ok,,,,,,,,,modular_adder,4,31,8
mqt_core,modular_adder_4,hamiltonian_terms,4,0.1,True,0.9,3.3333333333333335,0.0,0.0,3.3333333333333335,9,0,ok,,,,,,,,,modular_adder,4,31,8
mqt_core,modular_adder_4,all_pauli,4,0.1,True,0.9,3.625,0.0,0.0,3.625,96,0,ok,,,,,,,,,modular_adder,4,31,8
mqt_core,modular_adder_6,local_z,6,0.1,True,0.5,1.6666666666666667,0.09735713243108979,0.0,3.0,6,0,ok,,,,,,,,,modular_adder,6,59,16
mqt_core,modular_adder_6,local_transverse,6,0.1,True,0.9,6.166666666666667,0.047457971027540465,0.0,6.75,12,0,ok,,,,,,,,,modular_adder,6,59,16
mqt_core,modular_adder_6,hamiltonian_terms,6,0.1,True,0.95,8.6,1.17378314317764e-16,1.17378314317764e-16,8.6,15,0,ok,,,,,,,,,modular_adder,6,59,16
mqt_core,modular_adder_6,all_pauli,6,0.1,True,0.95,12.90625,1.084084656819818e-16,1.084084656819818e-16,12.90625,96,0,ok,,,,,,,,,modular_adder,6,59,16
mqt_core,modular_adder_8,local_z,8,0.1,True,0.5,1.75,0.0848419923218157,6.033571682499809e-17,5.125,8,0,ok,,,,,,,,,modular_adder,8,87,24
mqt_core,modular_adder_8,local_transverse,8,0.1,True,0.9,11.1875,0.03418044360820228,2.0304719481380447e-16,14.6875,16,0,ok,,,,,,,,,modular_adder,8,87,24
mqt_core,modular_adder_8,hamiltonian_terms,8,0.1,True,0.95,17.857142857142858,0.05372862819645744,1.7454563718114352e-16,19.428571428571427,21,0,ok,,,,,,,,,modular_adder,8,87,24
mqt_core,modular_adder_8,all_pauli,8,0.1,True,0.99,49.0625,1.7284071583875432e-16,1.7284071583875432e-16,49.0625,96,0,ok,,,,,,,,,modular_adder,8,87,24
mqt_core,modular_adder_10,local_z,10,0.1,True,0.5,1.8,0.07630317664994801,0.0,8.8,10,0,ok,,,,,,,,,modular_adder,10,115,32
mqt_core,modular_adder_10,local_transverse,10,0.1,True,0.9,16.4,0.020790543490910078,9.429065561935256e-17,30.85,20,0,ok,,,,,,,,,modular_adder,10,115,32
mqt_core,modular_adder_10,hamiltonian_terms,10,0.1,True,0.9,28.62962962962963,0.05677753974516634,2.094481862205343e-16,41.44444444444444,27,0,ok,,,,,,,,,modular_adder,10,115,32
mqt_core,modular_adder_10,all_pauli,10,0.1,True,0.95,161.34375,0.09042647774540093,2.1340849263843715e-16,173.34375,96,0,ok,,,,,,,,,modular_adder,10,115,32
mqt_core,cdkm_ripple_carry_adder_4,local_z,4,0.1,True,0.9,1.75,0.0,0.0,1.75,4,0,ok,,,,,,,,,cdkm_ripple_carry_adder,4,35,14
mqt_core,cdkm_ripple_carry_adder_4,local_transverse,4,0.1,True,0.9,3.625,0.0,0.0,3.625,8,0,ok,,,,,,,,,cdkm_ripple_carry_adder,4,35,14
mqt_core,cdkm_ripple_carry_adder_4,hamiltonian_terms,4,0.1,True,0.9,3.3333333333333335,0.0,0.0,3.3333333333333335,9,0,ok,,,,,,,,,cdkm_ripple_carry_adder,4,35,14
mqt_core,cdkm_ripple_carry_adder_4,all_pauli,4,0.1,True,0.9,3.6875,0.0,0.0,3.6875,96,0,ok,,,,,,,,,cdkm_ripple_carry_adder,4,35,14
mqt_core,cdkm_ripple_carry_adder_6,local_z,6,0.1,True,0.5,1.6666666666666667,0.07175805514589251,0.0,3.0,6,0,ok,,,,,,,,,cdkm_ripple_carry_adder,6,69,28
mqt_core,cdkm_ripple_carry_adder_6,local_transverse,6,0.1,True,0.9,7.166666666666667,0.06558771932789842,8.351025010379859e-17,7.75,12,0,ok,,,,,,,,,cdkm_ripple_carry_adder,6,69,28
mqt_core,cdkm_ripple_carry_adder_6,hamiltonian_terms,6,0.1,True,0.95,10.2,1.0305863342437363e-16,1.0305863342437363e-16,10.2,15,0,ok,,,,,,,,,cdkm_ripple_carry_adder,6,69,28
mqt_core,cdkm_ripple_carry_adder_6,all_pauli,6,0.1,True,0.95,13.3125,5.901701887157438e-17,5.901701887157438e-17,13.3125,96,0,ok,,,,,,,,,cdkm_ripple_carry_adder,6,69,28
mqt_core,vbe_ripple_carry_adder_4,local_z,4,0.1,True,0.9,1.75,0.0,0.0,1.75,4,0,ok,,,,,,,,,vbe_ripple_carry_adder,4,34,14
mqt_core,vbe_ripple_carry_adder_4,local_transverse,4,0.1,True,0.9,6.375,0.02684363155713319,0.0,6.625,8,0,ok,,,,,,,,,vbe_ripple_carry_adder,4,34,14
mqt_core,vbe_ripple_carry_adder_4,hamiltonian_terms,4,0.1,True,0.9,8.222222222222221,0.06612898870604315,0.0,8.666666666666666,9,0,ok,,,,,,,,,vbe_ripple_carry_adder,4,34,14
mqt_core,vbe_ripple_carry_adder_4,all_pauli,4,0.1,True,0.9,7.927083333333333,0.05391108955586288,0.0,8.3125,96,0,ok,,,,,,,,,vbe_ripple_carry_adder,4,34,14
mqt_core,draper_qft_adder_4,local_z,4,0.1,True,0.5,1.5,0.04510943091233484,0.0,1.75,4,0,ok,,,,,,,,,draper_qft_adder,4,29,9
mqt_core,draper_qft_adder_4,local_transverse,4,0.1,True,0.9,2.875,0.0,0.0,2.875,8,0,ok,,,,,,,,,draper_qft_adder,4,29,9
mqt_core,draper_qft_adder_4,hamiltonian_terms,4,0.1,True,0.9,3.3333333333333335,0.0,0.0,3.3333333333333335,9,0,ok,,,,,,,,,draper_qft_adder,4,29,9
mqt_core,draper_qft_adder_4,all_pauli,4,0.1,True,0.9,3.65625,0.0,0.0,3.65625,96,0,ok,,,,,,,,,draper_qft_adder,4,29,9
